"Latest: Time (s)","Latest: Temperature (°C)"
696,41.7323431264
698,41.7097391071
700,41.6774591376
702,41.6532580104
704,41.6322898235
706,41.6081028142
708,41.5790883574
710,41.5533068267
712,41.5323656251
714,41.5114300544
716,41.4776229267
718,41.4518749368
720,41.4245269832
722,41.3859343551
724,41.3586093901
726,41.3345070138
728,41.3136242569
730,41.279902257
732,41.2477994543
734,41.2221265931
736,41.1932545684
738,41.1579808023
740,41.100293828
742,41.0602579789
744,41.0410478963
746,41.0058413842
748,40.9674519067
750,40.9418691124
752,40.911500106
754,40.8731556043
756,40.8396190939
758,40.8140767943
760,40.7709924048
762,40.7406874552
764,40.7151762486
766,40.6832984646
768,40.6450615427
770,40.6211725388
772,40.5845562501
774,40.5447744444
776,40.5113725813
778,40.4843428837
780,40.4430204414
782,40.4096596722
784,40.3747246756
786,40.3477395028
788,40.3207630716
790,40.295381457
792,40.2573234853
794,40.2319611138
796,40.2050219961
798,40.1670050008
800,40.1385035188
802,40.1147596406
804,40.0815294202
806,40.046730798
808,40.0182698168
810,39.9977205931
812,39.958216798
814,39.9329439738
816,39.9029422051
818,39.88084237
820,39.8398149315
822,39.8177313517
824,39.7877698439
826,39.7530905804
828,39.7231515117
830,39.7042479639
832,39.6743257789
834,39.6365440723
836,39.6097919569
838,39.5846209957
840,39.5453058912
842,39.5138665236
844,39.4965796771
846,39.4714412483
848,39.4368876391
850,39.4149060339
852,39.3835132353
854,39.3552692445
856,39.3301710339
858,39.3113520349
860,39.2878338909
862,39.2643219624
864,39.226715773
866,39.2032199448
868,39.1781645278
870,39.1468551042
872,39.1233802
874,39.1014758169
876,39.0764487574
878,39.0451746924
880,39.0279785687
882,39.0045345728
884,38.9764097783
886,38.9498554679
888,38.9248702541
890,38.9045748112
892,38.8858445618
894,38.8515157366
896,38.8187593123
898,38.8016058511
900,38.7673085277
902,38.7392565784
904,38.7143286692
906,38.6987521394
908,38.6707209889
910,38.6426983101
912,38.6193525336
914,38.5960126127
916,38.5664570999
918,38.5462402957
920,38.5275825084
922,38.5073740994
924,38.4856160659
926,38.4592023705
928,38.4296899524
930,38.4126080378
932,38.3924243041
934,38.3644847066
936,38.3443112329
938,38.3194882294
940,38.3039771449
942,38.2884685889
944,38.2714120934
946,38.2512583492
948,38.2404080948
950,38.2311088572
952,38.2187112801
954,38.2032165662
956,38.1846262158
958,38.1660394664
960,38.1536502977
962,38.1381660806
964,38.1257804999
966,38.1149444226
968,38.108752925
970,38.0979187602
972,38.0808960993
974,38.0669706968
976,38.049953481
978,38.0344858779
980,38.0236600231
982,38.0143816798
984,38.0004658259
986,37.9710944473
988,37.9340064041
990,37.9201020179
992,37.9108335251
994,37.9015659097
996,37.8876661302
998,37.8768565527
1000,37.8614163639
1002,37.8506096754
1004,37.8413477448
1006,37.8351736088
1008,37.8259131306
1010,37.8181967304
1012,37.8073947847
1014,37.7996798334
1016,37.7796237808
1018,37.7719109981
1020,37.7626564527
1022,37.7595717965
1024,37.7564872364
1026,37.7487762565
1028,37.7472341325
1030,37.7395238726
1032,37.7287305158
1034,37.7148550675
1036,37.7071473226
1038,37.6978988176
1040,37.6871099819
1042,37.677863339
1044,37.6655358168
1046,37.6532098185
1048,37.6455068426
1050,37.6408853423
1052,37.6331833169
1054,37.631642983
1056,37.6285623865
1058,37.6270221239
1060,37.6254818849
1062,37.6208613104
1064,37.6177810459
1066,37.613160827
1068,37.605460936
1070,37.5977616368
1072,37.5885232584
1074,37.5869836114
1076,37.5823648122
1078,37.5808252598
1080,37.5777462257
1082,37.5808252598
1084,37.576206744
1086,37.5777462257
1088,37.574667286
1090,37.576206744
1092,37.5715884408
1094,37.5700490536
1096,37.5654310335
1098,37.5638917406
1100,37.5654310335
1102,37.5608132256
1104,37.5592740035
1106,37.5592740035
1108,37.5531173507
1110,37.5531173507
1112,37.5515782463
1114,37.5485001084
1116,37.5469610747
1118,37.5469610747
1120,37.5408051754
1122,37.536188498
1124,37.5331108306
1126,37.5254170736
1128,37.5192624909
1130,37.5161853404
1132,37.5115697908
1134,37.505416053
1136,37.5038776771
1138,37.4946479144
1140,37.4900333493
1142,37.4884952078
1144,37.4854189949
1146,37.4823428757
1148,37.4731150793
1150,37.4685014967
1152,37.4623503804
1154,37.4592749623
1156,37.4561996376
1158,37.4531244062
1160,37.4500492682
1162,37.4500492682
1164,37.4485117342
1166,37.4469742235
1168,37.4485117342
1170,37.4408244137
1172,37.4392870195
1174,37.4331376758
1176,37.4331376758
1178,37.4300631436
1180,37.4223772205
1182,37.4208401056
1184,37.4177659457
1186,37.4131548802
1188,37.4070071182
1190,37.3993229382
1192,37.3885660608
1194,37.385492876
1196,37.3793467844
1198,37.3778103194
1200,37.3701283418
1202,37.3655194329
1204,37.3609107323
1206,37.3516939551
1208,37.345549899
1210,37.3394062123
1212,37.3363345074
1214,37.3286556487
1216,37.3271199461
1218,37.3255842665
1220,37.3179062144
1222,37.3148351547
1224,37.305622528
1226,37.2964107291
1228,37.2887348618
1230,37.2871997573
1232,37.2779896118
1234,37.2779896118
1236,37.2764546679
1238,37.2703151213
1240,37.2641759415
1242,37.258037128
1244,37.2534332583
1246,37.2457605995
1248,37.2411572787
1250,37.2319512538
1252,37.2288827615
1254,37.2242801942
1256,37.2196778323
1258,37.2089397857
1260,37.1982028552
1262,37.1890006594
1264,37.1874670397
1266,37.1813327881
1268,37.1767323379
1270,37.1736654847
1272,37.1675320505
1274,37.1659987487
1276,37.1598657683
1278,37.1598657683
1280,37.1537331505
1282,37.1506669776
1284,37.1430019415
1286,37.1414690022
1288,37.1353374712
1290,37.1307390604
1292,37.129206302
1294,37.126140853
1296,37.1230754943
1298,37.1184776258
1300,37.110814963
1302,37.1062176361
1304,37.0985558754
1306,37.0939590894
1308,37.0847661254
1310,37.0801699471
1312,37.0755739713
1314,37.0694463182
1316,37.0679144612
1318,37.0679144612
1320,37.0633190246
1322,37.0617872574
1324,37.0587237902
1326,37.0556604128
1328,37.0495339271
1330,37.0403448712
1332,37.0296253252
1334,37.0204380156
1336,37.005127621
1338,36.9944116732
1340,36.9806356314
1342,36.9745135252
1344,36.9653310335
1346,36.9607400878
1348,36.9561493422
1350,36.9500286589
1352,36.9454383796
1354,36.9362584199
1356,36.9240197151
1358,36.9102528658
1360,36.8918998523
1362,36.8720210072
1364,36.8659051887
1366,36.8536746081
1368,36.8490885032
1370,36.8414454345
1372,36.8383883607
1374,36.8292176662
1376,36.8261609435
1378,36.8154631045
1380,36.8124067762
1382,36.8017103167
1384,36.7910149289
1386,36.7803206114
1388,36.77573766
1390,36.761989983
1392,36.7543531472
1394,36.7497713069
1396,36.7451896624
1398,36.7421353415
1400,36.7390811076
1402,36.7329729004
1404,36.7299189271
1406,36.72533813
1408,36.7146503628
1410,36.705490265
1412,36.6948044695
1414,36.6825934297
1416,36.6734360575
1418,36.6688576628
1420,36.6566495595
1422,36.6490201953
1424,36.6383399898
1426,36.6276608382
1428,36.6169827394
1430,36.6063056922
1432,36.5971547736
1434,36.588004626
1436,36.5834298412
1438,36.5819049557
1440,36.5788552488
1442,36.5712313557
1444,36.5636079966
1446,36.5590342373
1448,36.5514117318
1450,36.5468384843
1452,36.5437897592
1454,36.5392168313
1456,36.534644095
1458,36.5300715502
1460,36.5194030234
1462,36.5102594005
1464,36.4934980762
1466,36.4813096328
1468,36.4706458559
1470,36.459983115
1472,36.4538905848
1474,36.4462753968
1476,36.4356150193
1478,36.4264783743
1480,36.4127748271
1482,36.4082073564
1484,36.4036400747
1486,36.4036400747
1488,36.4005953252
1490,36.3975506596
1492,36.3929838187
1494,36.3884171664
1496,36.3838507028
1498,36.377762378
1500,36.3686305188
1502,36.3564558777
1504,36.3427610045
1506,36.329067821
1508,36.3168975188
1510,36.3047285481
1512,36.3001655271
1514,36.2910400455
1516,36.2879983843
1518,36.2849568061
1520,36.2773532234
1522,36.2697501586
1524,36.2560659459
1526,36.2515049139
1528,36.2469440678
1530,36.2393430707
1532,36.230222555
1534,36.2195828913
1536,36.2119837494
1538,36.202865458
1540,36.1967870082
1542,36.1937479066
1544,36.1907088871
1546,36.1876699498
1548,36.1846310945
1550,36.1815923213
1552,36.1800729655
1554,36.170957261
1556,36.1694380486
1558,36.1633614039
1560,36.1527280637
1562,36.1496901506
1564,36.1420957254
1566,36.1345018108
1568,36.1269084064
1570,36.1193155118
1572,36.1041312501
1574,36.1026129359
1576,36.0950216697
1578,36.0904671539
1580,36.0843947504
1582,36.0768047029
1584,36.0722509177
1586,36.0646616812
1588,36.0616261285
1590,36.0585906567
1592,36.0510023314
1594,36.0418970085
1596,36.032792413
1598,36.0358271974
1600,36.032792413
1602,36.0282403878
1604,36.0236885442
1606,36.0191368821
1608,36.0161025415
1610,36.0145854015
1612,36.0100341021
1614,36.0070000033
1616,36.0024490059
1618,35.9978981897
1620,35.9948644128
1622,35.9887971001
1624,35.9842468267
1626,35.9781800765
1628,35.9751468218
1630,35.9705970902
1632,35.9599817516
1634,35.9523999678
1636,35.9433024877
1638,35.9402701543
1640,35.9311736337
1642,35.923593749
1644,35.9144985457
1646,35.903888382
1648,35.8978258694
1650,35.8917636751
1652,35.88267098
1654,35.8766095807
1656,35.869033278
1658,35.8629725929
1660,35.8553971825
1662,35.8432775554
1664,35.8326739201
1666,35.8220712529
1668,35.81601302
1670,35.8084406727
1672,35.7963259413
1674,35.7842124692
1676,35.7781562049
1678,35.7675584983
1680,35.7615030976
1682,35.7509069009
1684,35.7418252102
1686,35.7236639407
1688,35.7100448336
1690,35.6979402861
1692,35.6873498291
1694,35.6797858004
1696,35.6722222573
1698,35.6646591995
1700,35.6495345381
1702,35.6374362032
1704,35.6268511755
1706,35.6162670941
1708,35.6117313486
1710,35.6087076148
1712,35.59661345
1714,35.5845205172
1716,35.5799859846
1718,35.5724288147
1720,35.5648721247
1722,35.5452269739
1724,35.5255850577
1726,35.510478088
1728,35.5014148216
1730,35.4893315328
1732,35.4817800956
1734,35.4742291336
1736,35.4636585841
1738,35.451579094
1740,35.4379911166
1742,35.4304429022
1744,35.4198761957
1746,35.4108197548
1748,35.4047825046
1750,35.3987455559
1752,35.3927089085
1754,35.3866725621
1756,35.3746007716
1758,35.3640389407
1760,35.3534780288
1762,35.3399010621
1764,35.3263256104
1766,35.3172761497
1768,35.3082273607
1770,35.2991792425
1772,35.2931475361
1774,35.2795772848
1776,35.2584709948
1778,35.2464118889
1780,35.2388755493
1782,35.2222972286
1784,35.2117485511
1786,35.2012007767
1788,35.1951738822
1790,35.1921605453
1792,35.183120976
1794,35.1770949639
1796,35.1695628619
1798,35.1590186893
1800,35.1469693056
1802,35.1364270554
1804,35.1273915537
1806,35.121368251
1808,35.1123338441
1810,35.1063112707
1812,35.0957724682
1814,35.0807185817
1816,35.0731923195
1818,35.0596461901
1820,35.0506162524
1822,35.0370725668
1824,35.0280442561
